amount,hour,day_of_week,frequency
601.7131754716638,17,4,1
826.1163940660126,13,2,2
647.1048508250194,9,0,1
831.6970083936161,14,2,1
463.30255140029857,11,2,2
166.03996938073055,12,4,1
637.4131591717833,8,3,1
793.3081718557205,8,3,1
337.8870580749269,16,4,2
152.78084828030018,9,2,1
322.12960138415843,15,4,1
775.6568187245348,11,0,1
545.5859340019906,9,4,1
304.2381578401878,16,2,1
385.5611859413113,15,1,2
341.9974395837848,13,4,2
422.2567018125545,17,1,2
579.8797498557033,9,3,2
767.3840875129426,16,1,2
736.5131454121743,10,0,2
712.8965507217137,9,4,18
612.4736583233356,15,2,2
137.35334279939093,15,0,2
288.27788189416015,13,3,1
191.9325013757209,12,0,1
221.24132670599533,14,0,1
606.2193204569215,17,2,2
824.4996681802027,13,3,2
664.2908858506811,15,0,2
509.12328586430874,14,2,1
747.5448971058272,10,0,1
775.7803399692939,13,2,2
428.10224195927606,8,4,1
1000.7592454537548,17,1,2
566.2970524043518,16,0,2
528.3531717922159,17,2,2
574.6697119422796,10,1,2
562.4756420933144,15,2,2
689.4724798919929,14,0,1
359.13496195829373,15,3,1
459.25457439168036,13,3,1
861.3032421324019,17,4,1
518.2201733212245,8,2,2
861.3069342918667,10,3,1
594.6101856466425,8,3,2
687.4654583641754,9,1,2
713.0343931428773,15,2,2
790.523349097236,16,1,2
482.2841938360664,9,3,2
526.1786975887592,9,1,2
365.78491461869123,13,1,1
474.1509484094964,16,4,2
375.5930388891237,9,1,2
616.5475166347728,8,1,1
96.30242712227243,13,0,1
529.0127491918763,12,3,2
218.17861444880458,16,2,2
418.272817492666,13,1,1
618.9557191649172,14,0,1
573.6323390106916,15,3,2
525.508478874102,8,3,2
455.36576570531594,11,3,2
652.5339100877104,15,0,1
337.0420780059104,13,4,1
520.6876258616213,9,2,2
908.4152080287488,17,3,1
629.4534972880977,13,1,1
128.25452578126578,8,3,2
304.92679454435,17,2,2
760.7015863869518,11,2,2
232.16765289270364,13,0,1
531.948673410149,13,2,2
552.7856307009773,8,1,1
838.3204330754827,13,0,1
563.271664307229,10,0,10
322.95026277515547,11,4,1
481.53172740162955,12,4,2
241.84222676988145,13,1,2
501.8452868288655,8,0,1
751.7766746579059,12,3,1
927.3041490580204,9,1,2
247.25834120419964,12,3,2
849.5374928565968,12,1,2
310.0084091506436,13,4,1
473.16887158154714,11,4,1
582.4218322040573,16,4,1
506.39331185402557,13,4,2
758.4666428336332,10,4,2
832.5997873988206,17,1,1
542.1093526882296,8,4,2
537.5863304542298,17,1,2
634.4602395173298,8,0,2
656.8332888435118,15,0,2
884.2335241138082,8,2,2
566.6024094232516,16,3,2
31.005923383626737,17,0,1
220.84215956150297,13,0,1
618.26984835168,15,0,1
436.2745192214805,15,0,2
716.4475823052735,12,1,2
306.3463629262699,9,4,2
660.0450676002697,8,1,2
450.7515756102565,16,0,1
619.140450035103,9,2,2
375.4693603077257,12,2,2
522.073771343383,16,1,2
721.6913312885647,10,1,1
583.619721087447,8,3,1
724.4180460644541,8,1,1
312.77014214581834,11,4,2
6937.332319108783,13,0,1
624.304369723178,15,4,1
272.906660837966,16,2,2
597.5810890148373,3,0,2
482.5129342445638,8,3,2
609.6639255108997,15,1,2
650.5364630572114,9,3,2
262.50691965231226,10,3,2
512.0171989230328,9,3,1
577.6624010846899,11,1,2
186.8751087221096,15,2,2
705.1835971438556,12,2,1
434.21118292853953,10,1,1
571.860516017151,12,0,1
531.0599682964879,15,4,1
133.12173874388338,15,1,2
282.67496460925855,17,3,2
320.776994312683,9,0,2
426.58591880366555,10,0,2
359.03556580040345,17,4,2
569.5123227607104,12,2,2
517.3395398828793,17,1,2
723.2492781036251,16,1,2
801.6095182838307,12,3,2
667.2442157750005,17,3,1
352.1962206002064,13,1,1
450.8669448081193,16,0,2
672.3269325944293,13,4,2
527.6596233599822,13,2,2
399.15580721556813,12,4,1
1.0,15,3,1
374.0230895272379,17,2,2
303.00137483659694,9,0,2
539.7360019094814,14,4,1
735.5089449539172,9,0,1
457.4842744022864,10,2,2
243.3709983107488,15,4,2
763.4565615555169,17,3,1
819.7076224192683,11,1,1
660.4256917236239,10,1,1
309.9728494232986,9,0,2
460.2629774102075,13,4,1
538.5120469065251,17,3,14
728.9519222904595,2,3,2
296.06093605822866,15,3,1
541.2723542650901,12,4,1
304.92395296613245,9,1,2
687.2071308967816,15,3,2
291.1717955284298,13,0,2
575.9204203572509,17,4,1
175.77610458876404,8,2,1
434.85484465258236,14,2,2
382.64339409810293,17,4,2
698.8672159755857,16,3,1
727.9111072050939,12,1,2
422.52760708943777,14,1,1
611.7301830027621,11,4,1
465.1698780501559,16,4,2
327.39301858340195,13,2,2
175.4133994637524,11,1,2
487.472084534553,11,4,1
548.6246917025786,12,1,1
364.7517583515152,16,3,1
281.12704048997136,9,3,2
348.30740754002613,8,1,1
305.9446432128325,15,2,2
561.5353306802227,13,3,1
280.8961222308875,11,1,1
443.6395238626552,15,2,1
519.6996696049362,15,0,2
857.1742248608234,11,3,2
559.4111542983819,13,0,2
625.0297727020784,17,4,2
575.843131366694,12,4,1
588.5440550385287,9,3,2
699.2701975181569,10,4,2
403.1652097502526,1,1,1
306.7507360493492,14,4,2
305.56952035946773,12,4,18
696.4638965510887,11,4,2
468.0167954329119,8,3,2
687.3008233460976,13,0,1
635.7687741052398,15,3,2
496.16088991983383,16,3,1
170.6272283414308,10,0,1
620.9184689405009,17,4,1
458.954323488838,13,4,1
265.36868819344534,9,4,2
468.06296250234004,8,0,1
586.0131374350636,10,2,2
435.9074900480712,9,3,1
504.95270761916055,14,1,1
589.4911084265941,15,4,2
438.41953154588003,12,3,2
548.8421805093503,12,1,2
195.77400966108416,9,0,2
420.73672668631673,16,3,2
273.81994150114735,10,2,1
319.9141549071021,8,1,1
618.4203922086286,14,3,2
514.3761871437749,9,2,1
594.287973298968,9,3,2
332.7875695799951,9,3,2
784.8991642493895,16,2,1
349.92779429163784,11,3,2
250.7471972131139,9,2,2
687.9158824710357,13,3,1
319.9891534671501,8,0,1
298.68191671804584,13,3,2
382.72786280574127,9,1,1
731.8762086601043,14,1,2
694.6203122030144,17,2,2
691.8265860650957,12,1,2
614.0684253612721,13,1,1
386.6978009537056,14,4,2
275.96331226255893,17,0,2
829.9567372481604,10,4,2
356.30389604802167,15,2,1
272.56424483948797,16,4,2
321.4340805363841,13,0,2
530.8987331190502,16,4,2
432.6894820243653,17,2,1
728.0626830005217,17,0,1
999.7734772331573,10,2,2
688.236373283994,15,1,2
538.3795471746072,10,2,1
311.9202167031293,11,0,2
387.84781860402796,16,3,1
253.24543168888889,14,2,2
467.0518139791796,9,3,1
499.88874084903296,8,3,1
386.3814220846518,12,1,2
499.5040337753679,17,1,1
723.2376128867697,9,0,2
25.668127828221543,12,3,1
908.413930585576,11,4,1
242.3099628821401,14,1,1
611.7811922328323,13,4,1
490.5779768737934,10,0,2
596.0100536010003,17,2,1
319.86572349750395,11,2,1
307.15998571535107,8,4,1
597.461047408999,8,2,1
714.3859730423594,14,0,1
227.2915657625154,9,1,2
583.8672939547928,17,4,1
655.3292056788295,17,1,2
488.77314340808306,12,0,1
429.8301139847051,17,4,1
56.33044798978375,13,3,2
570.0740432772676,8,4,1
331.1351925633858,15,2,1
501.5187870756248,13,0,1
845.7759774793373,8,4,1
610.3771943644308,11,1,2
636.0460416835258,16,4,2
721.671016702528,13,3,2
660.9541043787532,12,0,2
302.4134784188159,12,0,1
512.8745141744462,15,4,2
641.2516073820605,15,4,1
399.9897098050895,17,3,1
576.6164314089638,12,2,1
339.0481306762522,17,3,1
564.6370964916412,13,4,2
756.7633719707123,9,1,2
629.4020728764995,11,0,1
499.20377010126,8,4,2
626.1948979662195,14,2,2
373.3006621590954,17,4,17
676.2293441626738,8,2,2
500.26513774688146,16,1,1
676.3169968777127,12,2,1
497.17585561331344,9,1,1
166.93818426447257,8,1,1
441.6957378165008,9,0,1
490.1590167653263,11,3,1
597.8167756301485,15,2,2
666.8985441409202,17,2,1
132.29337550205236,10,2,1
769.3286862868963,13,1,1
247.75762962953814,14,4,2
584.5757693506662,10,0,1
1.0,1,1,2
648.4917827185241,10,0,1
372.48249158480724,9,3,2
322.90182268243035,17,2,1
532.3776372480513,17,0,1
474.5074063565231,16,4,1
452.45298459232305,16,1,1
422.0566219613192,8,3,1
130.27286167389587,10,2,2
451.14381204469316,17,0,1
586.859215199072,11,0,2
519.5596626805421,12,4,1
469.86328827553405,17,0,2
630.9073699654289,17,0,1
366.7381756101828,17,1,2
872.1974080367222,14,3,1
525.9367819130553,16,1,1
752.5484966295279,9,1,1
675.3579109107906,17,1,2
500.04430327939997,13,2,1
830.2899660550487,16,4,2
685.2963750210433,8,3,2
545.7326056273438,9,1,2
430.9670589100407,9,2,1
597.8509070152655,15,1,1
622.8258558900886,10,4,1
326.1612042896795,15,2,1
305.40120066295793,10,1,2
897.3342529146619,16,0,1
268.9821819121353,15,4,2
416.0193994264819,12,0,2
369.34080442812103,9,1,1
512.051535466495,14,0,2
420.2157941566706,1,1,2
359.0124171536793,15,3,2
359.07825316243975,13,1,1
340.66833712918105,13,2,1
235.96195283350153,14,2,1
465.7522087089903,9,0,1
435.2981560832727,13,0,1
483.8240854217747,14,0,2
593.6486596143069,9,3,1
495.964669659746,12,4,2
794.2069381634208,14,1,2
360.10095596647136,13,3,1
483.45699522070134,9,1,2
548.6183455321398,15,1,1
602.0314937830367,8,4,1
754.514032585714,9,0,2
420.3127681302442,17,2,2
748.6624449690339,11,3,1
284.14081266406913,10,3,1
757.5940999166389,15,4,1
554.771456079825,9,0,1
242.4735607108933,12,2,2
159.50363965868252,15,0,1
503.697214131286,14,4,1
671.2191708460014,11,1,1
615.0121535100882,17,0,1
726.3620322430847,10,3,2
522.9704799125419,10,2,2
185.8375933721686,16,2,2
614.1389632071089,12,0,2
703.9898966932735,11,3,1
609.6089948011942,14,0,2
474.4643855388813,16,1,1
516.0501979423548,9,3,1
656.2347713221382,15,1,1
306.7231861463599,11,1,1
263.3887630531222,9,4,1
449.4473489807629,8,0,1
57.16525336526905,17,4,2
418.61660319994394,12,4,2
555.816771669037,9,0,1
558.3127353363946,13,0,1
486.62181168105474,11,0,2
790.9312957658444,15,4,1
469.97660974923866,8,2,2
247.19876641052724,10,0,1
220.91029904898562,16,2,2
358.41781186518494,2,3,1
700.2632490419912,12,4,2
307.7004003257198,17,0,2
591.7782792723798,15,2,1
409.5038880027197,8,3,2
544.0944641545365,16,2,2
300.7455807459602,9,4,2
391.64251972330743,13,1,2
489.1098075158249,12,3,1
522.3793408977198,14,3,2
520.6558306013886,12,4,1
379.1363437450324,11,3,2
302.36281535283854,13,2,2
576.5602396602701,15,4,1
495.43624785393035,14,1,2
606.205218978842,10,4,1
529.7753607835382,14,0,1
663.2992047786717,9,4,1
497.48398729957756,15,0,1
529.3870596773376,8,2,1
395.57368599600153,13,2,2
378.39877141253527,14,4,1
297.1040546585172,8,2,2
589.0208509665413,15,1,2
340.21586881624705,13,0,2
345.64560852142495,9,2,2
821.9041331551946,11,4,2
297.3940976754324,15,1,2
162.55525001285974,15,3,1
440.1990075835081,15,1,1
398.1664460150075,14,3,1
553.5687275732666,9,3,2
335.2930058748301,16,3,1
415.7044505388454,11,2,2
273.79152514082296,15,2,1
832.7465664286947,10,1,1
561.0486253062705,17,0,2
691.187495152873,15,1,1
527.7305250945705,10,3,1
887.5108603924675,12,0,2
1.0,9,3,2
644.3161790235306,9,0,1
442.54550157690755,8,1,2
615.5160360663843,8,3,1
760.5970997433842,10,2,1
565.3710801220875,12,0,2
222.14025395780197,17,1,1
604.6079265927116,12,3,2
474.39462640335245,14,1,16
805.7495701081816,3,4,1
483.79080705565127,8,0,1
316.85226592389563,8,3,1
727.9275624028063,12,1,1
728.7351478809652,8,3,1
703.6906918527948,15,1,1
324.50905199937995,16,0,1
19.090094829922066,13,3,1
793.1152768729421,15,2,1
404.4343245251862,13,2,1
465.3632321207652,15,0,2
434.6674483099626,14,3,1
657.4645011293046,17,0,1
525.9079278412094,14,3,1
462.81510381024583,9,3,2
180.12104756113774,15,0,2
257.116465244487,16,4,1
591.2477594734628,12,1,1
606.6691118279161,10,2,1
316.95871753931544,13,2,2
599.8191632275499,15,0,2
161.54583367133426,8,1,2
85.10272979673772,14,3,2
495.5930271991459,9,3,2
434.85390894991053,13,4,1
648.1090731748873,17,3,2
245.92410575831912,17,3,2
412.2132055311994,9,1,2
264.21530174033495,9,0,2
456.066109529808,11,2,2
808.7395521984828,11,4,1
517.0777220269916,13,2,2
691.2590004182692,13,0,1
964.9346611705636,9,1,1
499.8146747539694,15,0,1
395.71559118307283,13,3,2
640.9308173998684,17,2,2
570.2849549883971,8,3,1
596.6649654505605,16,1,2
712.2388552553166,15,3,1
212.21706113276906,10,1,2
766.5637588712536,14,0,1
353.0392585579283,8,0,2
168.66149608808195,11,0,1
9038.129347814876,8,1,2
622.074739945057,11,3,1
623.114184299089,15,0,2
456.0312592441635,9,0,1
399.3791551157176,14,4,1
952.6465678171071,10,4,1
659.6119746704684,14,1,1
264.6656341859873,13,0,1
492.1527052602512,16,0,1
149.04225157552258,13,1,2
554.6021434988771,11,0,2
85.07199249072636,16,2,1
346.7758338778658,16,1,1
274.38748903846124,11,3,2
87.9113925181822,16,1,1
718.1933349038839,8,3,1
592.0108682892889,11,4,2
545.3010704230577,10,0,1
426.2121121937075,9,0,1
542.7617587882127,12,1,1
130.6853904391166,10,0,2
414.26909461669334,8,0,1
731.9679932776688,16,1,2
398.8067602024289,13,3,2
380.89584193280416,8,1,2
528.3556741382868,16,4,1
385.1235099074121,13,2,2
566.9676390049243,11,1,2
750.7733777647495,14,2,2
340.9124104726069,8,4,2
484.7109745543003,14,4,1
348.9232845312511,9,2,1
439.93463083915185,11,3,2
602.0552622338241,16,1,2
419.8169612911746,15,1,2
663.1530329979986,17,1,1
174.59901582665026,9,4,2
904.5180461138963,12,3,1
759.2166898158871,8,3,1
406.61154484923594,14,4,2
572.1972165074163,13,0,1
177.76610736515613,10,2,1
621.9658155326986,11,1,1
84.07334355059214,17,1,2
749.3091186462135,17,1,1
180.25942763421313,14,3,1
764.5488933770271,16,3,1
466.1754628714367,15,4,2
210.00488031965875,17,2,1
436.8677501997034,10,4,2
881.4595672853106,17,4,1
212.78169749298866,4,3,2
544.6561826510741,16,4,2
260.32157500959096,15,1,2
535.0349898618006,16,4,2
306.9447320800885,12,0,2
509.6382325890434,14,3,1
297.0062335364581,13,1,1
529.1555018334764,13,4,1
370.29443735232064,17,3,2
319.39588347108327,12,3,2
299.92148610290394,13,3,2
659.9612585640313,14,1,1
160.11621098046345,8,3,2
581.5913819501296,9,4,2
571.0051235869857,8,4,1
324.77405456856104,14,4,1
328.43996148718225,9,4,2
461.95183111735685,8,0,2
200.5106662788503,9,4,2
280.755935026287,11,3,2
486.42572366010364,10,0,2
589.240367257896,13,1,2
503.8163255559536,17,3,1
668.4594654027806,12,1,1
504.63919571147494,12,2,2
818.5902396417781,9,1,2
632.772817986335,10,1,1
360.11709197534253,17,0,1
532.3397053409506,8,4,1
244.16771692913392,16,2,1
378.82631076734145,16,3,1
271.52550181981155,16,3,1
281.6194608573011,12,1,2
5375.614550772546,13,1,2
481.87768795374785,11,2,2
304.0476104512052,9,2,1
420.7579315437793,9,3,1
299.48328205119014,15,1,2
491.4303888809222,16,4,1
762.7771242027959,13,0,2
628.8384422077683,10,0,2
541.6956399597226,11,3,1
619.9300933826453,13,3,2
563.9930382290327,11,2,1
218.61131989736612,11,3,1
217.91455923515406,14,3,2
717.1642638457491,10,0,1
107.37795811235287,13,4,2
732.1319777601944,11,0,1
590.7245919994184,9,0,2
348.1494304342824,11,2,1
623.9377843224224,12,0,1
73.83240052882485,8,2,2
526.8332831991687,14,0,1
585.668410132145,14,3,2
474.29074134960865,13,3,1
369.66497556871684,16,3,2
520.7919357927087,8,0,2
912.1162305150917,16,4,1
398.8547994139324,11,4,1
735.3393986335382,10,3,2
863.69679750716,14,0,1
421.5644633597982,8,4,1
183.37503611861877,12,3,2
267.88456942875644,10,0,2
809.8340631558807,12,0,1
658.0252425237647,10,3,1
592.2849665917038,11,0,2
760.1883026063398,16,1,2
232.84866749866364,9,3,2
927.1252202346461,11,0,2
423.5148083734009,9,0,1
500.9160278690968,8,0,1
515.1152745340075,10,2,1
709.7728283750724,9,0,2
506.29831245239916,15,2,2
638.0147352673225,17,2,1
895.1471736145285,12,1,1
283.2529260119668,8,0,2
733.5019645972892,3,3,1
355.2070539064425,13,1,1
825.8609765808628,8,0,1
477.07069729777044,12,4,2
470.58032956111595,16,1,2
105.24699047684663,14,3,2
562.9157967573449,12,3,1
368.1240336720135,11,0,1
671.3992489832526,15,3,2
530.243668799028,17,1,2
492.361846092955,9,2,2
345.7181597245615,17,1,1
797.6789355382857,17,2,1
722.3244303017418,11,1,2
668.5315420522145,12,0,2
554.3237838953241,8,3,1
565.279311097382,10,2,2
748.103215922992,11,0,1
1.0,12,2,2
495.91757134677425,17,4,1
718.8234918168674,17,2,2
390.6847375507084,15,1,2
419.1801302258832,11,1,1
340.6021336506226,9,0,1
735.9826820851398,16,1,2
914.0052764956552,14,2,1
461.8708128102661,13,1,1
195.53481692137893,17,1,2
387.1607640279027,11,1,1
201.1924413420499,16,4,2
445.7129328875224,12,0,1
538.5615676793979,16,4,1
529.2420817430836,4,1,1
725.9605703279127,17,0,1
970.354367794411,14,1,1
389.5912769673867,15,3,2
1052.5050481579171,8,3,1
189.27751408491906,9,2,2
368.00472300211095,8,4,2
716.4325555020803,13,4,1
102.404866638479,17,4,2
119.33590459393594,9,1,2
338.26769920885863,8,0,1
877.9268851115082,16,1,1
250.85150995326595,16,0,2
604.5020140421022,15,0,2
251.04662516616347,17,2,1
494.7032743422343,9,1,1
168.72389457179486,8,0,2
397.53653790818106,9,2,1
505.88611833551045,14,3,2
603.3288891871935,13,1,1
427.4203541151712,16,3,1
599.7760388359384,10,2,2
343.0340193134734,16,2,1
620.2515924087271,12,1,2
669.8285211864383,11,3,2
245.09617853852612,8,4,1
174.89119328758778,10,2,1
1.0,10,3,2
602.0248722500149,17,0,1
370.1270360772238,14,1,1
882.5453700613044,12,1,1
65.24621911720158,12,4,1
720.6435144107317,17,4,1
788.3884803905202,15,2,2
337.0487994352904,13,1,1
535.2300903775384,9,1,1
760.468944679131,12,2,2
322.2079347924752,17,2,1
294.88186947257736,13,4,1
573.9481605280727,11,2,2
110.57692465307616,8,4,1
321.1717122389646,9,2,2
459.1077963387769,15,4,2
467.2904505804747,12,3,1
844.4828587978899,17,1,2
539.9275921417092,8,2,2
468.26976330619755,16,0,2
543.5159072685924,17,1,2
614.605867210281,16,3,1
591.0796341956429,12,1,1
493.6457654406489,14,3,1
907.5715100473394,13,2,2
642.6344730497224,8,4,2
454.25299474824965,14,2,2
303.2648424746842,16,0,1
249.53588802663572,15,1,1
102.03689624017056,9,0,2
365.02430071397646,8,1,1
321.2115234642956,9,4,1
604.8534193545271,8,3,1
750.4567323913279,8,0,1
532.259908532539,17,1,1
699.1318022857405,8,3,2
176.99362557442413,14,1,1
620.828185412357,8,1,1
102.01540666085447,10,1,1
636.7795528685414,9,0,1
677.1804646222416,12,2,1
747.9873614577182,12,3,2
500.1441813871952,16,0,1
412.9896535236186,16,1,1
788.0643545602982,16,3,2
533.9534364808637,15,3,2
315.60147230768814,12,4,1
1148.0278297273614,17,2,1
679.041047003725,8,4,2
394.79835251412993,13,1,1
655.2032043033972,15,0,2
218.56460300928143,11,0,2
410.43735952267855,13,0,1
898.2740836833809,15,1,1
578.5827021096433,8,3,2
404.97042655210413,17,0,2
734.7021716718709,15,2,2
612.100047733243,16,0,1
449.29597085178455,12,0,2
435.76819225885953,8,4,2
182.87485864608146,15,4,2
527.5791551749813,9,3,1
891.3219925171433,9,4,1
506.87435220605204,10,4,2
384.49129368013354,14,1,1
689.0146535738182,16,1,1
527.3499219875264,13,0,1
896.0206108745879,15,1,1
464.81027520506734,15,2,1
690.8170204313255,16,2,2
743.6960429743373,15,4,1
230.99710321386624,12,1,2
327.7900655668849,15,2,2
807.6660878105105,12,4,1
596.1037356216449,10,2,1
828.2063668200054,14,1,1
576.0518852151846,13,0,1
431.73803075803033,11,2,1
606.908722691238,10,4,2
680.8364493949413,12,4,2
298.5478818559713,15,3,1
809.7278590048073,10,0,1
564.0433155897658,14,3,2
552.8509527214678,9,3,1
491.93321795719123,13,4,2
467.45925968618167,14,2,1
325.76139399847386,13,3,15
641.9546852890246,10,3,2
1051.3278954011678,12,1,1
967.56554907766,16,3,13
327.8486396596361,16,3,1
509.9320667633163,17,4,2
7885.858133119981,9,1,2
504.23471737557537,13,2,1
573.420370500786,14,4,2
265.69911836607645,14,1,1
251.88128303185314,10,4,1
217.47629901346136,15,2,2
676.786940024154,12,0,1
427.39002726228404,10,2,2
213.41018327658247,13,0,2
667.1085514091914,12,0,2
371.8104800889339,12,4,1
412.0839448875519,10,1,1
628.2558038821151,10,3,2
518.4753583279848,9,0,1
187.07557453283914,9,0,2
427.27734081967645,10,2,1
842.22145833541,11,0,2
231.3749464710918,13,4,1
420.87992535085857,10,4,2
692.8311768343957,10,1,1
438.9110595116636,9,4,2
244.43033658737346,15,2,1
649.0556660152691,17,4,2
204.91771978119544,17,1,2
704.5025587392032,16,1,2
339.3071781521938,8,1,1
733.8309656031427,9,3,2
931.9478521321998,10,4,2
127.7031098889023,9,4,2
390.00513997336185,10,3,1
659.3081375312408,14,4,2
604.1512240717423,17,0,1
434.4387080246954,14,4,1
408.70054030632764,15,2,1
756.8874105554768,14,0,1
348.8098586616159,11,0,1
572.0883352585546,13,3,1
631.7908269562073,12,0,2
410.73358424656305,12,4,2
386.0602074148537,13,1,2
428.43441331174665,8,0,1
625.4582402570927,9,3,1
722.3397071288214,15,2,2
693.4356244877899,17,3,1
598.7954764411289,14,3,2
484.4454599471168,17,4,1
408.7790300500468,12,2,1
452.14795906610885,16,4,1
634.1487650865776,13,4,1
128.4758741319369,17,4,1
396.92916069432704,13,4,1
349.2216942890617,9,1,1
318.8069717364601,10,2,2
706.7659300665456,9,1,1
680.3051012206716,17,0,1
337.8942740356747,15,2,2
671.3951073965573,11,0,1
6.295063974998641,15,1,2
610.9501508870488,17,3,1
342.9788522387404,17,4,1
259.8231425214369,9,4,2
778.4077503174183,9,2,2
522.2258750593024,16,4,2
661.8134517689759,14,0,1
380.1805163581944,9,1,1
654.7803591598206,10,0,2
623.5673565403835,13,0,1
506.35189131629016,8,2,2
515.1347081226772,12,0,2
229.24906505804825,1,4,2
646.8953490002435,8,3,2
579.2064359085857,9,4,1
363.9300350994527,13,1,2
652.1564343705691,16,2,1
511.60570629104336,9,3,1
579.1470924930096,13,1,2
528.231082938239,13,4,2
284.0531892137209,15,4,1
536.0434341014637,8,3,1
381.4492942561795,11,3,1
773.865780440042,16,1,2
499.55746610588756,13,2,2
813.6010062086639,13,3,1
684.7338564593954,13,0,2
394.15948566824653,12,4,1
492.1750732893294,17,0,1
477.2221614465955,9,0,2
483.54926006570935,13,4,1
561.2901725926681,16,4,2
455.0342673327209,10,1,2
699.7340233521744,12,1,2
453.38061579257015,16,2,1
609.625265745458,11,2,2
499.1782491580157,9,3,2
876.097845647112,12,2,2
548.5984056870802,14,2,2
524.6440481984214,8,3,2
120.06594382822374,16,0,2
5344.950043552297,12,0,1
8475.982298516055,17,3,2
380.9153594247915,9,1,1
595.4498405353893,15,2,2
798.5494088882072,10,0,2
781.8356787205176,8,0,1
402.5143574980129,14,1,2
85.76402348390673,11,1,2
698.6669003215536,12,1,1
443.14197788933234,10,0,2
7633.796438461077,13,2,2
355.0024321686401,12,2,2
434.48461739017694,11,1,1
151.0870096203928,12,2,1
315.66937604434753,10,2,2
626.205134680697,17,3,2
676.9194213451175,17,0,2
284.2104041817622,17,3,2
371.6799002663937,10,1,1
770.1522186798373,11,1,2
482.9916711482324,17,4,1
562.2365482200487,9,4,2
294.7011447620827,10,1,1
432.13776257236816,12,1,2
491.73255903816596,15,4,1
574.3472056024094,15,1,2
715.6861488397421,14,1,1
400.6686244081059,8,3,2
431.255264381584,10,2,1
464.0086596393439,16,2,2
630.4653071656463,11,0,2
858.8333974605977,12,2,1
573.806345952826,12,3,2
637.0580169421936,12,4,2
780.4018651838244,11,2,1
616.4753891905503,14,1,1
603.2529832559997,13,3,2
708.5083184185019,11,0,2
592.6324195757643,13,2,1
934.6331328286042,16,0,2
38.49369633350335,13,4,1
549.6576503101709,8,2,1
516.0057915204222,16,1,1
292.6537404940717,15,2,1
307.94034469692946,9,4,1
877.8645243961093,16,3,1
637.979482651589,13,2,1
636.3486817630284,13,2,1
692.5005771600204,12,4,2
717.9073166153281,14,4,2
973.0815543999947,12,4,2
317.2413296832957,10,3,1
74.1345897661555,17,3,1
802.9429224988805,10,4,2
582.1349170839602,17,2,2
347.9272717567739,13,2,1
421.277683593398,15,3,2
744.5897109581692,11,2,1
321.4930803222044,16,1,1
285.3843743139615,9,0,1
341.7477697386396,16,0,2
477.73623024043985,14,4,1
559.8171468042211,13,2,1
672.8496769397273,10,0,2
1.0,11,4,2
400.0772813554535,8,1,1
549.3618636361705,13,4,1
149.71240055923363,12,4,1
346.35627838374023,11,3,1
643.0348780256116,8,3,2
489.7762613969245,12,0,12
277.6443401731116,17,4,1
306.72418124158617,8,4,2
325.67956036853997,9,2,2
382.4468190057681,14,4,2
738.2181366292383,10,3,2
470.62929574893985,4,1,2
816.4961258649122,16,4,1
218.7842613525154,16,4,1
388.661144966015,12,3,2
332.26599282307814,15,3,1
555.5973628954478,11,3,1
710.6652478819168,8,4,1
406.0034853339983,11,2,1
538.9859147621956,12,3,1
706.1309458659662,14,4,2
629.760108419337,12,2,1
186.40234688794652,11,1,2
201.50754599880145,12,2,1
398.76218778293276,17,1,1
464.097085025504,11,0,1
569.2234657595445,12,2,1
598.4028561133797,13,3,2
559.4454443170173,12,0,1
833.4513683499067,8,2,1
643.7305256511493,17,3,1
585.2092974489992,16,0,2
664.8205793711411,8,1,2
467.1701174556452,15,3,2
740.3863339079087,11,3,2
501.75768852641437,16,3,2
723.6366034301416,13,4,1
739.7285217990927,10,2,2
949.8875168392581,17,2,2
318.4772933533837,12,3,1
110.8971007107242,14,0,2
492.77733480474456,12,2,2
588.3325128372121,9,0,1
213.25399503795433,11,1,2
592.3638764093688,10,2,1
497.10145386845005,15,1,1
389.25820138483004,10,3,2
355.8532025649139,11,1,1
327.22680672085994,8,3,1
415.38787979484414,11,4,1
448.5946641493558,9,3,1
686.2552000005844,13,4,1
874.2148964616229,9,2,2
329.82318219222026,8,1,1
467.09097888422775,8,3,1
661.3867100060128,13,0,1
838.6651271480764,13,2,2
506.1350352141418,9,1,2
886.6719495428714,12,0,2
551.3501597323575,12,1,1
801.6127292304144,15,1,2
724.578424660785,15,1,2
1.0,15,4,1
293.35874745138085,10,1,1
261.5947316033629,10,4,1
503.2241794921309,10,1,2
358.48954294117874,13,1,1
392.2419390846578,15,0,2
689.3615133023741,17,2,2
511.00058720667494,12,4,1
394.3571970300435,14,2,2
357.9335019570217,14,4,2
646.6696465378077,17,3,2
355.2183621691453,10,4,2
551.4746212834699,12,0,2
373.83071941056227,2,3,2
486.5445070172931,10,3,2
285.0677921134274,14,1,2
442.6015628418002,12,0,2
730.0974100066703,14,2,2
759.9974744524268,12,3,1
692.0610336173336,10,4,2
426.443094685789,13,0,1
640.5066627867711,15,2,2
1033.3810444640017,12,0,1
5630.847950743684,9,3,2
